samples,MAG,relative_abun,treatment,day,sample,fraction,MAG_taxa_combined,density,qpcr_ratio,rel_abun_qpcr_norm
DAY7_DO_0_13C_CELL_ENRICHED_5,day0-DO-0-env-cell-control_bin_84,8.558904031805925e-07,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,G_Desulfocicer,1.71547484,0.103393172,8.481173577936715e-08
DAY7_DO_0_13C_CELL_ENRICHED_5,day0-DO-0-env-cell-control_bin_85,1.0257648072670198e-05,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,G_Desulfobacula (NCBI: F_Desulfobacteraceae),1.71547484,0.103393172,1.0164489925627504e-06
DAY7_DO_0_13C_CELL_ENRICHED_5,day0-DO-0-env-cell-control_bin_86,5.152834240628385e-06,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,G_RZZM01 (NCBI: C_Spartobacteria),1.71547484,0.103393172,5.106037110674781e-07
DAY7_DO_0_13C_CELL_ENRICHED_5,day0-DO-0-env-cell-control_bin_87,1.700179492639118e-06,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,G_SPBW01 (NCBI: P_Candidatus Bipolaricaulota),1.71547484,0.103393172,1.6847387629462914e-07
DAY7_DO_0_13C_CELL_ENRICHED_5,day0-DO-0-env-cell-control_bin_88,1.3126713814231264e-05,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,G_JAHOYW01 (NCBI: O_Victivallales),1.71547484,0.103393172,1.3007499319151088e-06
DAY7_DO_0_13C_CELL_ENRICHED_5,day0-DO-0-env-cell-control_bin_89,7.759967279476392e-05,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,G_UBA6053 (NCBI: C_Kiritimatiellae),1.71547484,0.103393172,7.689492628002044e-06
DAY7_DO_0_13C_CELL_ENRICHED_5,day0-DO-0-env-cell-control_bin_9,0.000151382002470222,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,F_SM23-33 (NCBI: F_Planctomycetaceae),1.71547484,0.103393172,1.5000717787633562e-05
DAY7_DO_0_13C_CELL_ENRICHED_5,day0-DO-0-env-cell-control_bin_91,1.1282640293466205e-05,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,O_AB16 (NCBI: P_Candidatus Marinimicrobia),1.71547484,0.103393172,1.1180173348213038e-06
DAY7_DO_0_13C_CELL_ENRICHED_5,day0-DO-0-env-cell-control_bin_92,0.0,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,G_Tichowtungia (NCBI: O_Kiritimatiellales),1.71547484,0.103393172,0.0
DAY7_DO_0_13C_CELL_ENRICHED_5,day0-DO-0-env-cell-control_bin_93,2.455399805843289e-05,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,G_HyVt-337 (NCBI: C_Phycisphaerae),1.71547484,0.103393172,2.433100298730075e-06
DAY7_DO_0_13C_CELL_ENRICHED_5,day0-DO-0-env-cell-control_bin_95,0.0016031976039674511,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,F_LZORAL124-64-63 (NCBI: D_Bacteria),1.71547484,0.103393172,0.00015886376466486956
DAY7_DO_0_13C_CELL_ENRICHED_5,day0-DO-0-env-cell-control_bin_97,0.0001065434000960179,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,O_JABSQK01 (NCBI: C_Lentisphaeria),1.71547484,0.103393172,1.0557579176492121e-05
DAY7_DO_0_13C_CELL_ENRICHED_5,day0-DO-0-env-cell-control_bin_98,1.9745531239387666e-05,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,G_Tichowtungia (NCBI: P_Verrucomicrobia),1.71547484,0.103393172,1.956620581414366e-06
DAY7_DO_0_13C_CELL_ENRICHED_5,day0-DO-0-env-cell-control_bin_99,0.0006327273956762005,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,G_M55B157 (NCBI: C_Actinomycetia),1.71547484,0.103393172,6.26981077285595e-05
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-12C-cell-enriched_bin_13,0.0,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,F_GW2011-AR1 (NCBI: D_Archaea),1.71547484,0.103393172,0.0
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-12C-cell-enriched_bin_14,4.420389966617469e-06,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,G_UBA6244 (NCBI: O_Bacteroidales),1.71547484,0.103393172,4.380244766121328e-07
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-12C-cell-enriched_bin_15,2.2470582692616116e-07,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,F_GWF2-38-69 (NCBI: C_Lentisphaeria),1.71547484,0.103393172,2.2266508831650748e-08
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-12C-cell-enriched_bin_16,0.007456385275040148,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,G_Luteolibacter (NCBI: F_Akkermansiaceae),1.71547484,0.103393172,0.0007388667701680435
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-12C-cell-enriched_bin_18,9.098944807756413e-06,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,F_UBA5603 (NCBI: P_Tenericutes),1.71547484,0.103393172,9.01630979899717e-07
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-12C-cell-enriched_bin_19,1.914666831355438e-07,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,O_BM507 (NCBI: P_Candidatus Falkowbacteria),1.71547484,0.103393172,1.897278165557046e-08
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-12C-cell-enriched_bin_2,0.0,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,G_JAIOSF01 (NCBI: F_Arcobacteraceae),1.71547484,0.103393172,0.0
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-12C-cell-enriched_bin_20,0.0,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,F_SM23-39 (NCBI: O_Candidatus Anoxychlamydiales),1.71547484,0.103393172,0.0
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-12C-cell-enriched_bin_22,9.70244338464018e-07,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,G_JABIBU01 (NCBI: P_Candidatus Magasanikbacteria),1.71547484,0.103393172,9.614327508457226e-08
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-12C-cell-enriched_bin_23,5.364323707239487e-06,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,F_JABMRG01 (NCBI: P_Candidatus Omnitrophica),1.71547484,0.103393172,5.315605867324987e-07
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-12C-cell-enriched_bin_24,0.0,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,F_UBA5603 (NCBI: P_Tenericutes),1.71547484,0.103393172,0.0
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-12C-cell-enriched_bin_26,0.0,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,O_UBA2196 (NCBI: P_Candidatus Kuenenbacteria),1.71547484,0.103393172,0.0
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-12C-cell-enriched_bin_27,0.0,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,S_JAIPGT01 sp021735565 (NCBI: D_Bacteria),1.71547484,0.103393172,0.0
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-12C-cell-enriched_bin_28,0.0006515560949418377,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,G_NaphS2 (NCBI: C_Deltaproteobacteria),1.71547484,0.103393172,6.456387776319493e-05
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-12C-cell-enriched_bin_29,0.0,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,F_B18-G4 (NCBI: O_Bacteroidales),1.71547484,0.103393172,0.0
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-12C-cell-enriched_bin_3,0.0003330270923159235,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,S_M55B182 sp021736525 (NCBI: C_Spirochaetia),1.71547484,0.103393172,3.300025991167636e-05
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-12C-cell-enriched_bin_31,0.05193598414271834,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,G_Thiomicrorhabdus,1.71547484,0.103393172,0.005146431071297131
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-12C-cell-enriched_bin_32,0.0,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,G_Inordinaticella (NCBI: G_Haloplasma),1.71547484,0.103393172,0.0
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-12C-cell-enriched_bin_33,7.581156944610607e-06,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,O_UBA8416 (NCBI: D_Bacteria),1.71547484,0.103393172,7.512306216997769e-07
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-12C-cell-enriched_bin_34,5.295910008944105e-08,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,F_XYC2-FULL-47-12 (NCBI: P_Candidatus Falkowbacteria),1.71547484,0.103393172,5.2478134901473105e-09
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-12C-cell-enriched_bin_35,5.688485462958421e-06,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,G_Sulfurovum (NCBI: C_Epsilonproteobacteria),1.71547484,0.103393172,5.636823643265034e-07
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-12C-cell-enriched_bin_39,0.0,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,S_JAIPBB01 sp021739805 (NCBI: F_Saprospiraceae),1.71547484,0.103393172,0.0
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-12C-cell-enriched_bin_4,1.0899573389766752e-07,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,G_JAHISY01 (NCBI: P_Candidatus Gracilibacteria),1.71547484,0.103393172,1.0800585390436588e-08
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-12C-cell-enriched_bin_40,2.650933323823002e-06,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,O_Zapsychrales (NCBI: P_Candidatus Omnitrophica),1.71547484,0.103393172,2.626858015854594e-07
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-12C-cell-enriched_bin_42,0.005369352426992055,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,S_UBA6244 sp002440885 (NCBI: O_Bacteroidales),1.71547484,0.103393172,0.000532058891713345
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-12C-cell-enriched_bin_43,4.0722338326350665e-08,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,F_GW2011-AR18 (NCBI: P_Candidatus Woesearchaeota),1.71547484,0.103393172,4.0352505246208645e-09
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-12C-cell-enriched_bin_45,0.0,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,G_JAGVXH01 (NCBI: D_Archaea),1.71547484,0.103393172,0.0
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-12C-cell-enriched_bin_46,0.005502849903935113,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,G_CAITKP01 (NCBI: F_Helicobacteraceae),1.71547484,0.103393172,0.0005452873993582867
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-12C-cell-enriched_bin_49,0.0,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,G_JAIPJA01 (NCBI: P_Candidatus Pacebacteria),1.71547484,0.103393172,0.0
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-12C-cell-enriched_bin_50,0.00327979839732636,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,S_Hydrogenovibrio sp009296185 (NCBI: O_Thiotrichales),1.71547484,0.103393172,0.00032500118478947626
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-12C-cell-enriched_bin_51,0.02290641630294387,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,F_JAIOPI01 (NCBI: P_Lentisphaerae),1.71547484,0.103393172,0.0022698384278150947
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-12C-cell-enriched_bin_53,3.828361464422917e-06,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,S_JAEINX01 sp016342645 (NCBI: O_Bacteroidales),1.71547484,0.103393172,3.793592962159176e-07
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-12C-cell-enriched_bin_6,0.0,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,G_CAITKP01 (NCBI: D_Bacteria),1.71547484,0.103393172,0.0
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-12C-cell-enriched_bin_9,2.9720636721699012e-08,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,F_JAAYUY01 (NCBI: P_Bacteroidetes),1.71547484,0.103393172,2.9450719151286427e-09
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-13C-cell-enriched_bin_11,8.239014349906384e-05,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,G_GCA-002708315 (NCBI: O_Bacteroidales),1.71547484,0.103393172,8.164189077596604e-06
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-13C-cell-enriched_bin_13,0.025382972777095166,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,S_Cutibacterium acnes,1.71547484,0.103393172,0.0025152449104066305
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-13C-cell-enriched_bin_16,7.061504462363343e-05,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,G_CAJXII01 (NCBI: G_Arcobacter),1.71547484,0.103393172,6.997373126760187e-06
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-13C-cell-enriched_bin_17,8.020658628826036e-06,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,F_UBA12481 (NCBI: O_Bacteroidales),1.71547484,0.103393172,7.947816424586822e-07
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-13C-cell-enriched_bin_18,0.0,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,G_Xianfuyuplasma,1.71547484,0.103393172,0.0
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-13C-cell-enriched_bin_2,0.0012579349336052737,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,G_JABGOW01 (NCBI: P_Verrucomicrobia),1.71547484,0.103393172,0.0001246510590843197
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-13C-cell-enriched_bin_24,6.874595563991282e-06,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,F_MAG-NZ (NCBI: P_Tenericutes),1.71547484,0.103393172,6.812161701972204e-07
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-13C-cell-enriched_bin_25,2.0525418092236366e-05,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,G_Desulfobacula,1.71547484,0.103393172,2.033900987241804e-06
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-13C-cell-enriched_bin_26,0.0001361423539173823,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,G_JAIPFM01 (NCBI: C_Phycisphaerae),1.71547484,0.103393172,1.3490593311846984e-05
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-13C-cell-enriched_bin_27,5.805042131442357e-06,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,F_JABMRG01 (NCBI: P_Candidatus Omnitrophica),1.71547484,0.103393172,5.752321764683941e-07
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-13C-cell-enriched_bin_28,3.6041599205787394e-05,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,G_Sulfurimonas,1.71547484,0.103393172,3.5714275771148193e-06
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-13C-cell-enriched_bin_3,8.842935925998464e-08,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,G_SABY01 (NCBI: O_Bacteroidales),1.71547484,0.103393172,8.762625944660916e-09
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-13C-cell-enriched_bin_32,0.00026274579165348636,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,G_JAAXTX01 (NCBI: P_Candidatus Moranbacteria),1.71547484,0.103393172,2.603595808066823e-05
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-13C-cell-enriched_bin_34,5.001615077583337e-05,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,G_SDB (NCBI: G_Candidatus Cloacimonas),1.71547484,0.103393172,4.956191293344737e-06
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-13C-cell-enriched_bin_35,0.04634961580458463,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,G_NaphS2 (NCBI: C_Deltaproteobacteria),1.71547484,0.103393172,0.004592867678484968
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-13C-cell-enriched_bin_39,0.00955301282259393,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,S_UBA10649 sp021741645 (NCBI: O_Candidatus Nanopelagicales),1.71547484,0.103393172,0.0009466254048367794
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-13C-cell-enriched_bin_4,0.009627189351520205,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,G_M30B53 (NCBI: O_Pirellulales),1.71547484,0.103393172,0.0009539756919166995
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-13C-cell-enriched_bin_40,0.013554183106059641,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,G_Halothiobacillus,1.71547484,0.103393172,0.001343108641041436
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-13C-cell-enriched_bin_45,0.021776411439208745,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,G_Sulfurimonas,1.71547484,0.103393172,0.0021578641918891415
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-13C-cell-enriched_bin_48,6.89326356095125e-06,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,G_JGIOTU-2 (NCBI: P_Candidatus Cloacimonetes),1.71547484,0.103393172,6.830660159482831e-07
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-13C-cell-enriched_bin_5,3.67690116563716e-06,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,G_B18-G4 (NCBI: O_Bacteroidales),1.71547484,0.103393172,3.6435081990406067e-07
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-13C-cell-enriched_bin_50,0.00013147135737129863,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,F_Sulfurimonadaceae (NCBI: F_Thiovulaceae),1.71547484,0.103393172,1.3027735773754927e-05
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-13C-cell-enriched_bin_51,0.00018461034427692195,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,G_DUZB01 (NCBI: C_Deltaproteobacteria),1.71547484,0.103393172,1.8293374575493008e-05
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-13C-cell-enriched_bin_53,0.008844621359893761,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,G_Hydrogenovibrio,1.71547484,0.103393172,0.0008764296071743429
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-13C-cell-enriched_bin_54,3.7077860148404184e-07,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,S_RZYO01 sp009930325 (NCBI: C_Spirochaetia),1.71547484,0.103393172,3.6741125575014366e-08
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-13C-cell-enriched_bin_57,6.875017236640779e-06,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,G_4572-104 (NCBI: P_Tenericutes),1.71547484,0.103393172,6.812579545065218e-07
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-13C-cell-enriched_bin_6,0.00019190276216087421,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,G_UBA6154 (NCBI: O_Candidatus Nanopelagicales),1.71547484,0.103393172,1.901599351883918e-05
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-13C-cell-enriched_bin_61,0.019747233199339333,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,O_LZORAL124-64-63 (NCBI: D_Bacteria),1.71547484,0.103393172,0.0019567892317195815
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-13C-cell-enriched_bin_66,2.2528108146368307e-05,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,G_JAHIYG01 (NCBI: P_Candidatus Altiarchaeota),1.71547484,0.103393172,2.2323511849397987e-06
DAY7_DO_0_13C_CELL_ENRICHED_5,day7-DO-0-13C-cell-enriched_bin_7,1.0741183494523545e-05,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,5,G_JAFGTC01 (NCBI: P_Candidatus Omnitrophica),1.71547484,0.103393172,1.0643633964230984e-06
DAY7_DO_0_13C_CELL_ENRICHED_6,day0-DO-0-env-cell-control_bin_1,0.0003061191189490741,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,6,G_QWPN01 (NCBI: G_Candidatus Kuenenia),1.70891828,1.0,0.00029338397627340205
DAY7_DO_0_13C_CELL_ENRICHED_6,day0-DO-0-env-cell-control_bin_100,6.310783706993891e-05,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,6,O_JAIPIQ01 (NCBI: P_Candidatus Marinimicrobia),1.70891828,1.0,6.0482429967638846e-05
DAY7_DO_0_13C_CELL_ENRICHED_6,day0-DO-0-env-cell-control_bin_101,0.003962162303461005,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,6,G_Synechococcus_C (NCBI: G_Synechococcus),1.70891828,1.0,0.0037973287497386076
DAY7_DO_0_13C_CELL_ENRICHED_6,day0-DO-0-env-cell-control_bin_102,0.00043411092956424787,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,6,C_Desulfarculia (NCBI: C_Deltaproteobacteria),1.70891828,1.0,0.0004160510819988659
DAY7_DO_0_13C_CELL_ENRICHED_6,day0-DO-0-env-cell-control_bin_103,3.601147779887312e-05,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,6,O_Kiritimatiellales,1.70891828,1.0,3.451333122996594e-05
DAY7_DO_0_13C_CELL_ENRICHED_6,day0-DO-0-env-cell-control_bin_105,4.8479566169249305e-06,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,6,F_JABICL01 (NCBI: C_Candidatus Peribacteria),1.70891828,1.0,4.646272320256488e-06
DAY7_DO_0_13C_CELL_ENRICHED_6,day0-DO-0-env-cell-control_bin_106,0.0007663731710353525,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,6,F_SM23-33 (NCBI: C_Phycisphaerae),1.70891828,1.0,0.0007344905767385681
DAY7_DO_0_13C_CELL_ENRICHED_6,day0-DO-0-env-cell-control_bin_107,0.0001997618189010268,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,6,G_Tichowtungia (NCBI: O_Kiritimatiellales),1.70891828,1.0,0.00019145134396698796
DAY7_DO_0_13C_CELL_ENRICHED_6,day0-DO-0-env-cell-control_bin_108,0.00015785131826205061,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,6,G_QWPN01 (NCBI: P_Planctomycetes),1.70891828,1.0,0.00015128440056507214
DAY7_DO_0_13C_CELL_ENRICHED_6,day0-DO-0-env-cell-control_bin_109,0.0006396650712973302,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,6,F_CAIXZC01 (NCBI: O_Myxococcales),1.70891828,1.0,0.0006130537770548081
DAY7_DO_0_13C_CELL_ENRICHED_6,day0-DO-0-env-cell-control_bin_11,0.00015907115044270552,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,6,G_VGXO01 (NCBI: P_Planctomycetes),1.70891828,1.0,0.0001524534853866129
DAY7_DO_0_13C_CELL_ENRICHED_6,day0-DO-0-env-cell-control_bin_110,0.000928318017855134,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,6,F_Phycisphaeraceae,1.70891828,1.0,0.0008896982072194286
DAY7_DO_0_13C_CELL_ENRICHED_6,day0-DO-0-env-cell-control_bin_111,5.5556245397204484e-05,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,6,F_JAJRTO01 (NCBI: P_Candidatus Poribacteria),1.70891828,1.0,5.3244998997152777e-05
DAY7_DO_0_13C_CELL_ENRICHED_6,day0-DO-0-env-cell-control_bin_112,4.599705265998283e-06,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,6,G_UBA2329 (NCBI: F_Saprospiraceae),1.70891828,1.0,4.408348701829309e-06
DAY7_DO_0_13C_CELL_ENRICHED_6,day0-DO-0-env-cell-control_bin_113,5.887412471887288e-05,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,6,G_JAGOFO01 (NCBI: P_Myxococcota),1.70891828,1.0,5.642484817327794e-05
DAY7_DO_0_13C_CELL_ENRICHED_6,day0-DO-0-env-cell-control_bin_114,2.545656531923189e-05,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,6,F_4572-78 (NCBI: P_Chloroflexi),1.70891828,1.0,2.4397523360382806e-05
DAY7_DO_0_13C_CELL_ENRICHED_6,day0-DO-0-env-cell-control_bin_12,7.128401543452542e-05,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,6,S_Casp-actino5 sp017859785 (NCBI: F_Ilumatobacteraceae),1.70891828,1.0,6.831846362524913e-05
DAY7_DO_0_13C_CELL_ENRICHED_6,day0-DO-0-env-cell-control_bin_13,1.4857299321357115e-05,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,6,F_JAFGLY01 (NCBI: C_Deltaproteobacteria),1.70891828,1.0,1.4239207164022358e-05
DAY7_DO_0_13C_CELL_ENRICHED_6,day0-DO-0-env-cell-control_bin_14,2.2934793691512036e-06,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,6,G_JAIPFM01 (NCBI: C_Phycisphaerae),1.70891828,1.0,2.198066227070686e-06
DAY7_DO_0_13C_CELL_ENRICHED_6,day0-DO-0-env-cell-control_bin_15,0.0,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,6,G_JAHISY01 (NCBI: D_Bacteria),1.70891828,1.0,0.0
DAY7_DO_0_13C_CELL_ENRICHED_6,day0-DO-0-env-cell-control_bin_16,0.0006457369122626277,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,6,G_JAJFUI01 (NCBI: F_Planctomycetaceae),1.70891828,1.0,0.0006188730177863714
DAY7_DO_0_13C_CELL_ENRICHED_6,day0-DO-0-env-cell-control_bin_17,0.0005397741013383869,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,6,G_M30B53 (NCBI: O_Pirellulales),1.70891828,1.0,0.0005173184630993373
